idaction;ID_SituD;ID_Dommage;ID_Mesure;Unité;Service;Site;Numéro;Risque;Situation dangereuse;Dommage;Statut;Responsable;Priorité finale;État;Mesure;Mention Spéciale;Périodicité;Prochain contrôle;N_pdf;Retour d'action
674;213;146;613;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;29;Risque lié aux conditions de travail particulières (horaires décalés, astreinte..);Risque hyperbare lors de plongée d’entraînement ou d'intervention;Ostéonécrose aseptique, otite, hypoacousie, embolie gazeuse traumatique, prurits, maladies de décompression, hypothermie, noyade.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Suivi médical régulier, stages de recyclage, entraînement régulier, respect de la réglementation hyperbare, et des tables de décompression.
- Une annexe équipée d'une bouée de type silzig est à l'eau lorsque le navire est en mer ou parée à être mise à l'eau lorsque le navire est à quai, lors d’intervention en milieu hyperbare exécuté avec immersion.";;Aucune;;;
675;214;147;637;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;29;Risque lié aux conditions de travail particulières (horaires décalés, astreinte..);"- Horaires décalés, ou atypiques.
- Éloignement en mer.";Risques psychosociaux, troubles du rythme biologique, dommages corporels.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Respect des règlements en vigueur et du cadrage ARTT des agents affectés à bord des patrouilleurs des affaires maritimes.
- Moyens nécessaires pour assurer les premiers secours des agents (médical 1 et 2) et les autres seront formés aux PSC1.
- Défibrillateur installé à bord.";;Aucune;;;
676;214;147;616;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;29;Risque lié aux conditions de travail particulières (horaires décalés, astreinte..);"- Horaires décalés, ou atypiques.
- Éloignement en mer.";Risques psychosociaux, troubles du rythme biologique, dommages corporels.;A planifier;GUY.F- LE GUILLOU.R;P3;A proposer;"- A terme tous l'équipage devra être formé à minima au PSE1,
- Reçyclages réguliers conseillés,
- Assurer la maintenance batterie du défibrilateur. ";;Aucune;;;
678;217;148;423;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;31;Risque lié aux interventions isolées;"Ronde et déplacement sur le pont par mauvais temps.";Tous ceux liés au fait que l’agent ne dispose pas de la possibilité de recours en cas d’aléas, d’accident ou de malaise (les risques sont cumulés lors de cette activité).;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Surveillance visuelle et par l'intermédiaire de caméras, port chaussures à semelles antidérapantes et du gilet auto-gonflant, respect de l’ordre de service, signalement début et fin de ronde auprès du chef de quart, harnais et ligne de vie.;;Aucune;;;
679;216;148;424;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;31;Risque lié aux interventions isolées;Ronde en salle des machines.;Tous ceux liés au fait que l’agent ne dispose pas de la possibilité de recours en cas d’aléas, d’accident ou de malaise (les risques sont cumulés lors de cette activité).;En cours;GUY.F- LE GUILLOU.R;P2;Existante;"- Surveillance visuelle et par l'intermédiaire de caméras. 
- Les consignes générales sont évoquées dans l'ordre de service.";;Aucune;;;
681;218;149;617;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;32;Risque lié aux vibrations;Vibrations régulièrement transmises à l’ensemble du corps du personnel à bord du PAM moteur lancés.;Apparition de troubles musculo-squelettiques et vasculaires.;Clôturée;GUY.F- LE GUILLOU.R;P3;Existante;Mesures vibrations conforme à la réglementation (décret 2005-748 < 0,5m/s²) réalisées lors des essais mer 02/22 (rapport n° NVS-19018-R4-A).;;Aucune;;;
683;219;149;455;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;32;Risque lié aux vibrations;Vibrations transmises à l’ensemble du corps des agents à bord de l’annexe.;Apparition de troubles musculo-squelettiques et vasculaires.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Utilisation des moteurs principaux en utilisant si possible l'allure où les vibrations se font le moins ressentir.;;Aucune;;;
684;219;149;618;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;32;Risque lié aux vibrations;Vibrations transmises à l’ensemble du corps des agents à bord de l’annexe.;Apparition de troubles musculo-squelettiques et vasculaires.;En cours;GUY.F- LE GUILLOU.R;P2;A proposer;Exposition à intégrer dans la FPE, ré-évaluer par rapport aux résultats des mesures réalisées.;;Aucune;;;
685;220;150;429;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;33;Risques psychosociaux (RPS);Promiscuité. ;Tensions au sein de l’équipage, stress et agressivité;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Écoute et communication.;;Aucune;;;
686;221;151;430;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;33;Risques psychosociaux (RPS);Surcharge de travail, objectifs insuffisamment définis, éventuelles relations difficiles avec la hiérarchie, manque d’autonomie, mauvaise qualité des rapports sociaux et des relations de travail.;Troubles physiques, psychologiques : surcharge mentale, stress, dépression nerveuse, psychopathologies.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Écoute et communication, suivi médical du MDP et permanence ASS, groupe de coordination médico-social.
- Mise en œuvre d’un plan d’évaluation et de prévention des RPS dans le cadre du plan national d’action, plan d’actions en cours.";;Aucune;;;
688;222;158;432;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;34;Risque agression / agressivité lié au contact avec l'extérieur;"Agressions verbales et/ou physiques des usagers lors des contrôles.";Blessures physiques ou psychiques des personnes concernées. ;En cours;GUY.F- LE GUILLOU.R;P2;Existante;"-Information, procédure interne de signalement des agressions (DCS), fiche réflexes agressions (MTES) et circulaire du 2/11/2020 et du 9/02/2018.
- Entraînement des agents à l’usage des armes.
- Référent arme au sein de l’équipage.";;Aucune;;;
689;222;158;619;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;34;Risque agression / agressivité lié au contact avec l'extérieur;"Agressions verbales et/ou physiques des usagers lors des contrôles.";Blessures physiques ou psychiques des personnes concernées. ;En cours;GUY.F- LE GUILLOU.R;P2;A proposer;"- Remontées des incidents systématiques. 
- Circulaire du 2/11/2020 (à spécifier au CP) ";;Aucune;;;
690;223;201;434;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;35;Risque lié à l'alcool, drogues, médicaments, tabac.;"Consommation de substances pouvant altérer les facultés physiques et psychiques de l’individu et entraîner des accidents du travail ou de circulation (manque de vigilance, perte d’équilibre, diminution des réflexes, effet désinhibant conduisant à la prise de risque).
- Tabagisme et vapotage actif, passif.";"- Lésions corporelles, décès, 
- pathologies liées à la consommation de ces substances,
- affections psychiques,
- Tabagisme : maladies, cancers, insuffisance respiratoire.";En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Interdiction de fumer et de vapoter à bord,
- Rappel des textes réglementaires,
- Note interne n°270 du 14/03/14 diffusée aux services « politique de la DIRM MED en matière de prévention des risques liés à la consommation d’alcool » .";;Aucune;;;
692;224;27;620;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;36;Risque lié à la co-activité et à l'intervention d'entreprises extérieures;"Absences de mesures de protections pour prévenir les risques liés aux interférences engendrées par la co-activité sur un même site :
Méconnaissance des locaux, des consignes, absence d’inspection commune au préalable avant travaux.";Tous types de dommages liés à la nature de la catastrophe ou l'événement;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Information sur les risques pouvant interférer chaque activité EE/EU, inspections communes au préalable, rédaction d’un permis de travail dangereux avant toute activité dangereuse (travaux : en hauteur/par point chaud/électrique/en espace clos);;Aucune;;;
694;225;153;437;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;37;Risque lié à la présence d'animaux;Contact avec des espèces de poissons dangereuses lors des contrôles sur les navires ou dans les GMS.;"Morsure, piqûre, blessure, griffure, coupure, transmission de maladies infectieuses.";En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Port des EPI (gants), formation à la reconnaissance des espèces. 
- Information, respect des consignes";;Aucune;;;
695;226;154;632;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;37;Risque lié à la présence d'animaux;Présence de chiens agressifs sur les navires, dans les locaux contrôlés ou lors de patrouilles à terre.;Risque morsure, blessure, griffure, coupure. Transmission de maladies infectieuses.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Utilisation de gaz incapacitant.;;Aucune;;;
697;227;155;440;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;38;Risque routier;Trajet véhicule personnel domicile travail A/R, risque d’accident de la circulation accentué par la fatigue, la prise d’alcool ou de certains médicaments et l’état du véhicule.;"Lésions corporelles légères à graves ou décès";En cours;GUY.F- LE GUILLOU.R;P2;Existante;Respect des temps de repos, rythmes de travail. ;;Aucune;;;
698;227;155;621;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;38;Risque routier;Trajet véhicule personnel domicile travail A/R, risque d’accident de la circulation accentué par la fatigue, la prise d’alcool ou de certains médicaments et l’état du véhicule.;"Lésions corporelles légères à graves ou décès";A planifier;GUY.F- LE GUILLOU.R;P2;A proposer;Un PPRR doit être établit à l’échelle de la DIRM Med.;;Aucune;;;
699;228;155;441;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;38;Risque routier;Accident lié à la fréquence et à la longueur des déplacements lors de l’utilisation du véhicule de service pour patrouille et contrôles à terre.;"Lésions corporelles légères à graves ou décès";En cours;GUY.F- LE GUILLOU.R;P2;Existante;"- Respect des rythmes de travail,du code de la route, prise en compte des recommandations de la prévention routière sur les temps de repos,
- vérification visuelle du véhicule avant chaque déplacement, 
- préparation des déplacements,
- suivi et entretien régulier des véhicules, contrôle technique,
- trajets sur autoroutes privilégiés (cartes de télépéages généralisées),
- respect de la charte sur l’utilisation des véhicules de service (disponible sur l’intranet),
- en cas de panne, accident, crevaison, panne/erreur de carburant, vol/vandalisme, perte de clés/carte démarrage contacter le n°d’assistance inscrit dans les pochettes véhicules,
- En cas de panne ou d’accident : port du gilet fluorescent, triangle de signalisation, maintien à distance de la chaussée dans l’attente de l’assistance.";;Aucune;;;
700;228;155;621;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;38;Risque routier;Accident lié à la fréquence et à la longueur des déplacements lors de l’utilisation du véhicule de service pour patrouille et contrôles à terre.;"Lésions corporelles légères à graves ou décès";A planifier;GUY.F- LE GUILLOU.R;P2;A proposer;Un PPRR doit être établit à l’échelle de la DIRM Med.;;Aucune;;;
701;230;156;446;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;39;Risque sanitaire : transmission de maladies, infections, allergies.;"Exposition à des agents infectieux ou allergènes pouvant être présents à bord (exposition accentuée par le système de climatisation du bord).";"Allergies, pathologies infectieuses aiguës ou chroniques.";En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Aération, ventilation,
- climatisation, désinfection régulière des échangeurs aéro-réfrigérants de l'installation de climatisation du bord. 
-Contrôle qualité de l’eau.";;Aucune;;;
703;229;29;444;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;39;Risque sanitaire : transmission de maladies, infections, allergies.;"Exposition à des agents infectieux (bactéries*, virus*, champignons, parasites) ou allergènes (pollens, insectes..), transmis par contact avec l’environnement, les gens, les animaux, les insectes, la végétation (exemple lors de contact avec des personnes contaminées, des insectes, moisissures, oiseaux morts, des éléments souillés : poignée de porte, détritus divers, matières fécales).
Vie en vase clos à bord du patrouilleur (la promiscuité favorise la propagation de maladies, épidémie).

* Analyse de situations d’expositions et impact épidémique (Ex : Angine, Grippe, Covid..)
• Exposition par contact interpersonnel: risque de transmission directe par postillons contaminés émis par autrui :
      - Parler projette des postillons à environ 1,5 m,
      - Éternuer, tousser les projette à environ 3-5 m.
• Exposition par contact avec des surfaces contaminées : locaux de travail, matériels, produits : risque de transmission indirecte par manuportage (en se touchant le visage notamment le nez, la bouche, les yeux avec les mains).      
• Impact organisationnel (mode dégradé), associé à une restructuration de l’activité. Il est d’autant plus fort si la réorganisation se fait « à chaud », en réaction, et non sur la base d’une anticipation.";"- Symptômes respiratoires, (asthme, allergies).
- Maladies, infections et intoxications, réactions allergiques, cutanées.
- Transmissibilité à l'homme de différentes formes de virus (Grippe, Covid..), de bactéries, de champignons, de parasites.";En cours;GUY.F- LE GUILLOU.R;P2;Existante;"- Lavage des mains régulier pour se décontaminer et éviter de contaminer les autres ou utilisation de produit hydroalcoolique désinfectant (à utiliser sur main non souillées, ces solutions ne remplacent pas l’eau et le savon).
- Port d’EPI adaptés à la situation (gants jetables, masques de protection respiratoire..).
- En général pas de contact des mains souillées avec ses yeux, son nez, sa bouche.
- Vestiaires, douches,
- aération, ventilation régulière, nettoyage des locaux,
- information, ne pas embarquer un agent lorsqu'il est malade. ";;Aucune;;;
704;231;31;622;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;39;Risque sanitaire : transmission de maladies, infections, allergies.;"Contamination par ingestion accidentelle de bactéries, virus, parasites pathogènes alimentaires, lors de la prise de repas : 
- par défaut d’hygiène alimentaires, des locaux,
- stockage des repas pour la semaine dans le réfrigérateur du bord.";Infections (intoxication) alimentaires.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Formation HACCP pour les cuisiniers
- Lavage des mains pour se décontaminer et éviter de contaminer les autres.
- Consommation eau minérale + respect des normes sanitaires,(hygiène, température, dates de péremption).
- Établissements et locaux tenus dans un état d'hygiène et de salubrité nécessaires à la santé du personnel.";;Aucune;;;
